Identifier	label	type	Category	Group	NumTargets
DB04300	(1s,3r,4r,6s)-1,3,4,6-Tetrapkisphosphate	Drug	0	experimental	0
DB06961	5-(5-chloro-2,4-dihydroxyphenyl)-N-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide	Drug	0	experimental	1
DB05631	ALT-2074	Drug	Selenium Compounds	investigational	0
DB04301	Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone Hydrate	Drug	0	experimental	1
DB06964	5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)ISOXAZOLE-3-CARBOXAMIDE	Drug	0	experimental	1
DB05633	Glypromate	Drug	Peptides, Amino Acids, Peptides, and Proteins	investigational	0
DB06963	3-[3-(3-methyl-6-{[(1S)-1-phenylethyl]amino}-1H-pyrazolo[4,3-c]pyridin-1-yl)phenyl]propanamide	Drug	0	experimental	1
DB04302	4-Hydroxy-3,5-Dimethyl-5-(2-Methyl-Buta-1,3-Dienyl)-5h-Thiophen-2-One	Drug	0	experimental	2
DB04307	5-Hydroxy-N-Propargyl-1(R)-Aminoindan	Drug	0	experimental	1
DB05638	Asvasiran	Drug	0	investigational	0
DB04308	D-4-hydroxyphenylglycine	Drug	Enzyme Inhibitors, Amino Acids, Peptides, and Proteins, Carnitine O-Palmitoyltransferase, antagonists & inhibitors, Amino Acids	experimental	0
DB06969	2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-N-ethylthieno[2,3-d]pyrimidine-6-carboxamide	Drug	0	experimental	1
DB06971	N-{2-[(4'-CYANO-1,1'-BIPHENYL-4-YL)OXY]ETHYL}-N'-HYDROXY-N-METHYLUREA	Drug	0	experimental	1
DB06970	2-CHLORO-N-(3-CYANO-5,6-DIHYDRO-4H-CYCLOPENTA[B]THIOPHEN-2-YL)-5-DIETHYLSULFAMOYL-BENZAMIDE	Drug	0	experimental	1
DB06977	(2S)-1-{[5-(1H-Indazol-5-yl)-3-pyridinyl]oxy}-3-(7aH-indol-3-yl)-2-propanamine	Drug	0	experimental	1
DB04314	1-Methylcytosine	Drug	Pyrimidines, Pyrimidinones	experimental	1
DB05645	Larazotide	Drug	Peptides, Amino Acids, Peptides, and Proteins	investigational	0
DB06976	1-(5-OXO-2,3,5,9B-TETRAHYDRO-1H-PYRROLO[2,1-A]ISOINDOL-9-YL)-3-(5-PYRROLIDIN-2-YL-1H-PYRAZOL-3-YL)-UREA	Drug	0	experimental	1
DB04315	Guanosine-5'-Diphosphate	Drug	0	experimental	51
DB06979	5-(dodecylthio)-1H-1,2,3-triazole-4-carboxylic acid	Drug	0	experimental	1
DB04316	D-[(N-Hydroxyamino)Carbonyl]Phenylalanine	Drug	0	experimental	1
DB06978	N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]-4-methoxybenzohydrazide	Drug	0	experimental	1
DB04317	3,3-Dichloro-2-Phosphonomethyl-Acrylic Acid	Drug	0	experimental	1
DB06973	Bisphenol A	Drug	Air Pollutants, Occupational, Environmental Pollutants, Hormones, Hormone Substitutes, and Hormone Antagonists, Estrogens, Non-Steroidal, Protective Agents, Estrogens, Free Radical Scavengers, Benzopyrans, Hormones, Antioxidants, Heterocyclic Compounds, Fused-Ring, Air Pollutants, Toxic Actions, Compounds used in a research, industrial, or household setting, Benzene Derivatives, Pyrans	experimental	1
DB04310	2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide	Drug	0	experimental	11
DB06972	7A-[(4-cyanophenyl)methyl]-6-(3,5-dichlorophenyl)-5-oxo-2,3,5,7A-tetrahydro-1H-pyrrolo[1,2-A]pyrrole-7-carbonitrile	Drug	0	experimental	1
DB05642	DDP-225	Drug	0	investigational	2
DB04311	4-Phenylbutylamine	Drug	Amines, Hydrocarbons, Acyclic, Alkanes, Butanes	experimental	1
DB04312	2,3-Difluorobenzyl Alcohol	Drug	0	experimental	1
DB05643	IRX-2	Drug	Proteins, Biological Factors, Peptides, Intercellular Signaling Peptides and Proteins, Amino Acids, Peptides, and Proteins	investigational	0
DB06974	5-hydroxy-4-(7-methoxy-1,1-dioxido-2H-1,2,4-benzothiadiazin-3-yl)-2-(3-methylbutyl)-6-phenylpyridazin-3(2H)-one	Drug	0	experimental	1
DB04313	(3S)-3-methyl-D-aspartic acid	Drug	0	investigational, experimental	0
DB05644	KP-1461	Drug	Carbohydrates, Nucleic Acids, Nucleotides, and Nucleosides, Glycosides	investigational	1
DB04318	Nα-[(2S)-2-{[(S)-[(1S)-1-{[(Benzyloxy)carbonyl]amino}-2-phenylethyl](hydroxy)phosphoryl]methyl}-5-phenylpentanoyl]-L-tryptophanamide	Drug	0	experimental	1
DB05649	NTx-265	Drug	0	investigational	0
DB06980	(2S)-2-(1H-indol-3-yl)hexanoic acid	Drug	0	experimental	1
DB06982	(2S)-8-[(tert-butoxycarbonyl)amino]-2-(1H-indol-3-yl)octanoic acid	Drug	0	experimental	1
DB05650	OT-551	Drug	0	investigational	0
DB04320	2-Bromo-2-Propene-1-Ol	Drug	0	experimental	1
DB06981	(2S)-2-(1H-indol-3-yl)pentanoic acid	Drug	0	experimental	1
DB06988	2-HYDROXY-5-{[(1E)-2-PHENYLETHYLIDENE]AMINO}-L-TYROSINE	Drug	0	experimental	1
DB04325	Phenethylamine	Drug	Amines, Ethylamines, Central Nervous System Depressants, Central Nervous System Agents, Psychotropic Drugs	experimental	3
DB05656	Veltuzumab	Drug	Proteins, Serum Globulins, Immunoglobulins, Globulins, Blood Proteins, Antibodies, Antineoplastic Agents, Amino Acids, Peptides, and Proteins, Antibodies, Monoclonal, Immunoproteins	investigational	0
DB06987	(R)-Atenolol	Drug	0	experimental	2
DB04326	Dihydroxyacetone phosphate	Drug	Carbohydrates, Sugar Phosphates	investigational	4
DB04327	Phosphatidylethanolamine	Drug	Carbohydrates, Glycerophosphates, Sugar Phosphates, Sugar Alcohols, Lipids, Membrane Lipids, Phospholipids, Phosphatidic Acids, Triose Sugar Alcohols, Glycerophospholipids, Alcohols	experimental	3
DB06989	{4-[2-BENZYL-3-METHOXY-2-(METHOXYCARBONYL)-3-OXOPROPYL]PHENYL}SULFAMIC ACID	Drug	0	experimental	1
DB05659	Faropenem medoxomil	Drug	Heterocyclic Compounds, Fused-Ring, Sulfur Compounds, Amides, Lactams	investigational	3
DB04328	Shikimate-3-Phosphate	Drug	Cycloparaffins, Hydroxy Acids, Acids, Carbocyclic, Cyclohexenes, Cyclohexanecarboxylic Acids, Cyclohexanes	experimental	2
DB04321	N-Hexylphosphonate Ethyl Ester	Drug	0	experimental	0
DB05652	VTP-201227	Drug	0	investigational	0
DB06984	(1R,2R,3R,4S,5R)-4-(BENZYLAMINO)-5-(METHYLTHIO)CYCLOPENTANE-1,2,3-TRIOL	Drug	0	experimental	1
DB06983	(5-phenyl-7-(pyridin-3-ylmethylamino)pyrazolo[1,5-a]pyrimidin-3-yl)methanol	Drug	0	experimental	1
DB04322	LY249543	Drug	0	experimental	1
DB05653	IRX-5183	Drug	Biological Factors, Cycloparaffins, Carotenoids, Alkenes, Hydrocarbons, Acyclic, Polyenes, Cyclohexenes, Terpenes, Cyclohexanes, Pigments, Biological	investigational	0
DB06986	2-CHLORO-N-[(1R,2R)-1-HYDROXY-2,3-DIHYDRO-1H-INDEN-2-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE	Drug	0	experimental	1
DB04323	2-Amino-3-(Cystein-S-Yl)-Isoxazolidin-5-Yl-Acetic Acid	Drug	0	experimental	0
DB04324	Ovalicin	Drug	Terpenes	experimental	2
DB06985	2-[({4-[2-(trifluoromethyl)phenyl]piperidin-1-yl}carbonyl)amino]benzoic acid	Drug	0	experimental	0
DB04329	Isoquinoline	Drug	Heterocyclic Compounds, Fused-Ring	experimental	0
DB15068	Agerafenib	Drug	0	investigational	0
DB15069	Pexastimogene devacirepvec	Drug	0	investigational	0
DB03084	Cyclopropyl-{4-[5-(3,4-Dichlorophenyl)-2-[(1-Methyl)-Piperidin]-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine	Drug	0	experimental	1
DB03083	IC261	Drug	Heterocyclic Compounds, Fused-Ring, Phenols, Benzene Derivatives	experimental	1
DB03082	6-[(Z)-Amino(Imino)Methyl]-N-[4-(Aminomethyl)Phenyl]-4-(Pyrimidin-2-Ylamino)-2-Naphthamide	Drug	0	experimental	1
DB03081	[N-[N-(4-Methoxy-2,3,6-trimethylphenylsulfonyl)-L-aspartyl]-D-(4-amidino-phenylalanyl)]-piperidine	Drug	0	experimental	1
DB03088	Pidolic acid	Drug	Acids, Acyclic, Amino Acids, Peptides, and Proteins, Mineral Supplements, Amino Acids, Acidic, Amino Acids, Amino Acids, Cyclic, Pyrrolidinones, Amino Acids, Dicarboxylic, Imines, Alimentary Tract and Metabolism, Pyrrolidines, Glutamates, Imino Acids	approved, investigational	14
DB03087	2-(Sec-Butyl)Thiazole	Drug	0	experimental	1
DB03086	N'-(2s,3r)-3-Amino-4-Cyclohexyl-2-Hydroxy-Butano-N-(4-Methylphenyl)Hydrazide	Drug	0	experimental	1
DB03085	Glycolic acid	Drug	Acids, Acyclic, Fatty Acids, Hydroxy Acids, Fatty Acids, Volatile, Dermatologicals, Lipids, Keratolytic Agents, Acetates	approved, investigational	1
DB15062	Inarigivir	Drug	0	investigational	0
DB15063	Inarigivir soproxil	Drug	0	investigational	0
DB15061	Lefitolimod	Drug	0	investigational	0
DB15066	Givosiran	Drug	Nephrotoxic agents, RNA, Antisense, Oligonucleotides, Antisense, Oligonucleotides, Hepatotoxic Agents	approved, investigational	1
DB15067	Volanesorsen	Drug	Carbohydrates, Nucleic Acids, Nucleotides, and Nucleosides, Glycosides, Nucleotides, Polynucleotides	investigational	0
DB15064	Teprasiran	Drug	0	investigational	0
DB15065	PF-06291874	Drug	Alanine, Amino Acids, Peptides, and Proteins, Amino Acids	investigational	0
DB15079	Troriluzole	Drug	0	investigational	0
DB03091	Isoglutamine	Drug	Amino Acids, Neutral, Amino Acids, Basic, Amino Acids, Diamino, Amino Acids, Peptides, and Proteins, Amino Acids	experimental	1
DB03090	Ethylaminobenzylmethylcarbonyl Group	Drug	0	experimental	1
DB03095	Tetramethylammonium	Drug	Autonomic Agents, Amines, Ammonium Compounds, Onium Compounds, Ganglionic Stimulants, Nitrogen Compounds, Peripheral Nervous System Agents	experimental	1
DB03094	3,5-Dihydro-5-Methylidene-4h-Imidazol-4-On	Drug	0	experimental	0
DB03093	8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine	Drug	0	experimental	1
DB03092	5-Hydroxymethyl-Chonduritol	Drug	0	experimental	3
DB03099	5-Amino 6-Nitro Uracil	Drug	0	experimental	0
DB03098	[Methylseleno]Acetate	Drug	Selenium Compounds	experimental	1
DB03097	PMP-hydroxyisoxazole, pyridoxamine-5-phosphate-hydroxyisoxazole	Drug	0	experimental	1
DB03096	2-Morpholinoethylamine	Drug	0	experimental	1
DB15070	GI heptapeptide	Drug	0	investigational	0
DB15073	Ribose	Drug	Carbohydrates, Pentoses, Monosaccharides	investigational	0
DB15074	Aglatimagene besadenovec	Drug	0	investigational	0
DB15071	Omidenepag isopropyl	Drug	0	investigational	0
DB15072	Beinaglutide	Drug	0	investigational	0
DB15077	Efinopegdutide	Drug	0	investigational	0
DB15078	Rogaratinib	Drug	Sulfur Compounds	investigational	0
DB15075	4-demethyl-4-cholesteryloxycarbonylpenclomedine	Drug	0	investigational	0
DB15076	Abrilumab	Drug	Proteins, Serum Globulins, Immunoglobulins, Globulins, Blood Proteins, Antibodies, Amino Acids, Peptides, and Proteins, Immunoproteins	investigational	0
DB15080	ELX-02	Drug	0	investigational	0
DB15081	Melanoma antigen recognized by T-cells 1	Drug	0	investigational	0
DB15084	GS-9191	Drug	Amino Acids, Aromatic, Amino Acids, Cyclic, Amino Acids, Essential, Amino Acids, Peptides, and Proteins, Amino Acids	investigational	0
DB15085	Fulacimstat	Drug	0	investigational	0
DB15082	Cabiralizumab	Drug	0	investigational	0
DB15083	Domagrozumab	Drug	0	investigational	0
DB15088	Oleclumab	Drug	0	investigational	0
DB15089	Frovocimab	Drug	Proteins, Serum Globulins, Immunoglobulins, Globulins, Blood Proteins, Antibodies, Amino Acids, Peptides, and Proteins, Immunoproteins	investigational	0
DB15086	Ocrylate	Drug	Acids, Acyclic, Acrylates, Equipment and Supplies, Nitriles, Surgical Equipment, Polymers, Tissue Adhesives, Compounds used in a research, industrial, or household setting, Surgical Fixation Devices, Macromolecular Substances	investigational	0
DB15087	Psicose	Drug	Carbohydrates, Hexoses, Ketoses, Monosaccharides	investigational	0
DB15091	Upadacitinib	Drug	OATP1B1/SLCO1B1 Inhibitors, Enzyme Inhibitors, Cytochrome P-450 Substrates, P-glycoprotein substrates, Antirheumatic Agents, BCRP/ABCG2 Inhibitors, Cytochrome P-450 CYP3A4 Substrates, Disease-modifying Antirheumatic Agents, Heterocyclic Compounds, Fused-Ring, Protein Kinase Inhibitors, BCRP/ABCG2 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP2D6 Substrates, P-glycoprotein inhibitors, Janus Kinase Inhibitors	approved, investigational	1
DB15092	LY-2624803	Drug	0	investigational	0
DB15090	Tezepelumab	Drug	Proteins, Serum Globulins, Immunoglobulins, Globulins, Blood Proteins, Antibodies, Amino Acids, Peptides, and Proteins, Immunoproteins	investigational	0
DB15095	Leridistim	Drug	Biological Factors, Carbohydrates, Cytokines, Glycoconjugates, Peptides, Intercellular Signaling Peptides and Proteins, Amino Acids, Peptides, and Proteins, Glycoproteins, Recombinant Proteins, Hematopoietic Cell Growth Factors, Proteins, Interleukins, Colony-Stimulating Factors	investigational	0
DB15096	18-methoxycoronaridine	Drug	Alkaloids, Heterocyclic Compounds, Fused-Ring, Indoles, Secologanin Tryptamine Alkaloids, Indole Alkaloids	investigational	0
DB15093	Somapacitan	Drug	Peptide Hormones, Growth Hormone, Hormones, Hormone Substitutes, and Hormone Antagonists, Peptides, Pituitary Hormones, Amino Acids, Peptides, and Proteins, Lipids, Hormones, Pituitary Hormones, Anterior	investigational	0
DB15094	Anfibatide	Drug	Proteins, Toxins, Biological, Biological Factors, Viper Venoms, Complex Mixtures, Venoms, Lectins, Amino Acids, Peptides, and Proteins, Snake Venoms, Fluids and Secretions, Bodily Secretions	investigational	0
DB15099	GW-468816	Drug	Heterocyclic Compounds, Fused-Ring, Receptors, N-Methyl-D-Aspartate, antagonists & inhibitors	investigational	0
DB15097	Gefapixant	Drug	0	investigational	0
DB15098	Morinidazole	Drug	Imidazoles, Nitro Compounds	investigational	0
DB15026	CXA-10	Drug	0	investigational	0
DB15027	Adriforant	Drug	0	investigational	0
DB15024	Apararenone	Drug	0	investigational	0
DB15025	Girentuximab I-124	Drug	0	investigational	0
DB15028	MK-1064	Drug	0	investigational	0
DB15029	AZD-8186	Drug	Heterocyclic Compounds, Fused-Ring, Amines, Benzopyrans, Pyrans	investigational	0
DB03040	Nitrilotriacetic acid	Drug	Acids, Acyclic, Fatty Acids, Peptides, Fatty Acids, Volatile, Sequestering Agents, Amino Acids, Peptides, and Proteins, Lipids, Acetates, Compounds used in a research, industrial, or household setting, Chelating Agents	experimental	1
DB04372	L-Dilinoleoyllecithin	Drug	Carbohydrates, Glycerophosphates, Sugar Phosphates, Sugar Alcohols, Lipids, Membrane Lipids, Phospholipids, Phosphatidic Acids, Triose Sugar Alcohols, Glycerophospholipids, Alcohols	experimental	1
DB04373	4-Amino-N-{4-[2-(2,6-Dimethyl-Phenoxy)-Acetylamino]-3-Hydroxy-1-Isobutyl-5-Phenyl-Pentyl}-Benzamide	Drug	0	experimental	1
DB04374	4-Carboxy-5-(1-Pentyl)Hexylsulfanyl-1,2,3-Triazole	Drug	0	experimental	1
DB03044	Doramapimod	Drug	Protein Kinase Inhibitors	investigational	1
DB03043	(S)-2-Amino-3-(6h-Selenolo[2,3-B]-Pyrrol-4-Yl)-Propionic Acid	Drug	Selenium Compounds	experimental	0
DB03042	5-Phosphoarabinonic Acid	Drug	0	experimental	2
DB04370	S-sulphocysteine	Drug	Amino Acids, Neutral, Sulfur Compounds, Amino Acids, Sulfur, Amino Acids, Peptides, and Proteins, Amino Acids, Sulfhydryl Compounds	experimental	0
DB03041	UDP-alpha-D-glucuronic acid	Drug	Carbohydrates, Pyrimidines, Ribonucleotides, Deoxyribonucleotides, Nucleic Acids, Nucleotides, and Nucleosides, Uridine Diphosphate, Glycosides, Nucleoside Diphosphate Sugars, Uracil Nucleotides, Uridine Diphosphate Sugars, Nucleotides, Pyrimidine Nucleotides	experimental	3
DB04371	AL6528	Drug	0	experimental	1
DB03048	6-Carboxymethyluracil	Drug	0	experimental	1
DB03047	L-Alpha-Phosphatidyl-Beta-Oleoyl-Gamma-Palmitoyl-Phosphatidylethanolamine	Drug	0	experimental	0
DB03046	7-Methoxy-8-[1-(Methylsulfonyl)-1h-Pyrazol-4-Yl]Naphthalene-2-Carboximidamide	Drug	0	experimental	1
DB03045	Pantothenyl-Aminoethanol-Acetate Pivalic Acid	Drug	0	experimental	1
DB04376	13-Acetylphorbol	Drug	0	experimental	1
DB04377	Meglutol	Drug	Acids, Acyclic, Lipid Modifying Agents, Lipid Modifying Agents, Plain, Lipid Regulating Agents, Anticholesteremic Agents, Enzyme Inhibitors, Hypolipidemic Agents, Noxae, Glutarates, Dicarboxylic Acids, Toxic Actions, Antimetabolites	experimental	1
DB04378	3-Amino-N-{4-[2-(2,6-Dimethyl-Phenoxy)-Acetylamino]-3-Hydroxy-1-Isobutyl-5-Phenyl-Pentyl}-Benzamide	Drug	0	experimental	1
DB03049	S-Selanyl Cysteine	Drug	Selenium Compounds	experimental	1
DB04379	N-Methyl-N-(Methylbenzyl)Formamide	Drug	Cytochrome P-450 CYP2E1 Substrates, Cytochrome P-450 Substrates	experimental	1
DB15022	Apomab	Drug	Proteins, Serum Globulins, Immunoglobulins, Globulins, Blood Proteins, Antibodies, Amino Acids, Peptides, and Proteins, Immunoproteins	investigational	0
DB15023	BMS-791826	Drug	Heterocyclic Compounds, Fused-Ring, Sulfur Compounds, Thiazoles	investigational	0
DB15020	Mureletecan	Drug	0	investigational	0
DB15021	Leriglitazone	Drug	0	investigational	0
DB15037	Poly(lactic acid)	Drug	Membranes, Artificial, Dental Implants, Polymers, Compounds used in a research, industrial, or household setting, Delayed-Action Preparations, Drug Delivery Systems, Macromolecular Substances	investigational	0
DB15038	Litoxetine	Drug	0	investigational	0
DB15035	Zanubrutinib	Drug	Enzyme Inhibitors, Cytochrome P-450 CYP2B6 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 Substrates, Teratogens, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, P-glycoprotein substrates, Antineoplastic Agents, Cytochrome P-450 CYP2B6 Inducers (strength unknown), Hematologic Agents, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Enzyme Inducers, Protein Kinase Inhibitors, Narrow Therapeutic Index Drugs, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP2B6 Inducers, Cytochrome P-450 CYP2B6 Substrates	approved, investigational	15
DB15036	Sitravatinib	Drug	Amines, Aniline Compounds, Amides	investigational	0
DB15039	ITI-214	Drug	Heterocyclic Compounds, Fused-Ring	investigational	0
DB03051	(S)-2-Tetrahydrofuroic acid	Drug	0	experimental	2
DB04383	L-valinol	Drug	0	experimental	0
DB04384	Fe-Mesopone	Drug	0	experimental	0
DB04385	3-Deazacytidine	Drug	Carbohydrates, Cytidine Deaminase, antagonists & inhibitors, Ribonucleosides, Pyrimidines, Nucleic Acids, Nucleotides, and Nucleosides, Pyrimidine Nucleosides, Glycosides, Nucleosides	experimental	1
DB04386	4,6-O-(1-Carboxyethylidene)-Beta-D-Glucose	Drug	0	experimental	1
DB03054	Bromoform	Drug	Carcinogens, Noxae, Teratogens, Hydrocarbons, Halogenated, Toxic Actions	experimental	0
DB04380	Allantoate	Drug	0	experimental	1
DB04381	Crotonaldehyde	Drug	0	experimental	1
DB03053	1-Aminocyclopropylphosphonate	Drug	0	experimental	1
DB04382	2-Deoxy-alpha-D-galactopyranose	Drug	0	experimental	1
DB03052	Dazoxiben	Drug	Enzyme Inhibitors, Thromboxane-A Synthase, antagonists & inhibitors	experimental	1
DB03059	Acetoacetyl-CoA	Drug	Carbohydrates, Heterocyclic Compounds, Fused-Ring, Purine Nucleotides, Purines, Coenzymes, Ribonucleotides, Nucleic Acids, Nucleotides, and Nucleosides, Thioesters of coenzyme A, Enzymes and Coenzymes, Glycosides, Nucleotides, Adenine Nucleotides	experimental	8
DB03058	2-Aminobenzyl alcohol	Drug	Benzyl Compounds, Benzene Derivatives, Alcohols	experimental	1
DB03057	Malonaldehyde	Drug	Aldehydes	experimental	1
DB03056	4-Piperidino-Piperidine	Drug	0	experimental	1
DB04387	1-Hydroxy-2-Amino-3-Cyclohexylpropane	Drug	0	experimental	2
DB04388	4-Carboxy-4-Aminobutanal	Drug	0	experimental	1
DB04389	Ado-P-Ch2-P-Ps-Ado	Drug	0	experimental	1
DB15030	GTI-2040	Drug	Carbohydrates, Nucleic Acids, Nucleotides, and Nucleosides, Oligonucleotides, Glycosides, Nucleotides, Polynucleotides	investigational	0
DB15033	Flortaucipir	Drug	Heterocyclic Compounds, Fused-Ring, Pyridines, Contrast Media, Diagnostic Uses of Chemicals, Indoles, Compounds used in a research, industrial, or household setting	investigational	0
DB15034	PRI-724	Drug	Pyrimidines	investigational	0
DB15031	Nemorexant	Drug	0	investigational	0
DB15032	Obexelimab	Drug	0	investigational	0
DB15048	Licogliflozin	Drug	0	investigational	0
DB15046	LY-2881835	Drug	0	investigational	0
DB15047	BMS-919373	Drug	0	investigational	0
DB04394	3-Nitro-4-(2-Oxo-Pyrrolidin-1-Yl)-Benzenesulfonamide	Drug	0	experimental	1
DB03062	(1-Methyl-1h-Imidazol-2-Yl)-(3-Methyl-4-{3-[(Pyridin-3-Ylmethyl)-Amino]-Propoxy}-Benzofuran-2-Yl)-Methanone	Drug	Dietary Supplements, Supplements	experimental	2
DB03061	(R)-N-(1-Methyl-Hexyl)-Formamide	Drug	0	experimental	1
DB04395	Phosphoaminophosphonic Acid-Adenylate Ester	Drug	0	experimental	49
DB04396	Thiodigalactoside	Drug	Galactosides, Carbohydrates, Sulfur Compounds, Glycosides, Thioglycosides	experimental	4
DB03060	Sri-9662	Drug	0	experimental	1
DB04397	Alpha-D-Glucose-1-Phosphate-6-Vanadate	Drug	Vanadates	experimental	1
DB03066	D-Lactic acid	Drug	0	experimental	1
DB04391	Aeruginosin 98-B	Drug	Peptides, Amino Acids, Peptides, and Proteins	experimental	1
DB03065	7-Nitroindazole-2-Carboxamidine	Drug	0	experimental	1
DB03064	3-Decyl-2,5-Dioxo-4-Hydroxy-3-Pyrroline	Drug	0	experimental	1
DB04392	Bishydroxy[2h-1-Benzopyran-2-One,1,2-Benzopyrone]	Drug	0	experimental	3
DB04393	Soneclosan	Drug	0	experimental	1
DB03063	N-[(2S,3S)-4-[2-[(5S)-3a,4,5,6,7,7a-Hexahydro-1,3-benzodioxol-5-yl]ethyl-[3-(1,3-dioxoisoindol-2-yl)propanoyl]amino]-3-hydroxy-1-phenylbutan-2-yl]-3,5-dimethoxy-4-phenylmethoxybenzamide	Drug	0	experimental	1
DB03069	Cytidine-5'-diphospho-beta-D-xylose	Drug	0	experimental	1
DB03068	Zebularine	Drug	Carbohydrates, Ribonucleosides, Pyrimidines, Nucleic Acids, Nucleotides, and Nucleosides, Pyrimidine Nucleosides, Glycosides, Nucleosides	experimental	1
DB03067	4-{2,4-Bis[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid	Drug	0	experimental	1
DB04398	Lactic acid	Drug	Lactates, Basic Ointments and Protectants, Hydroxy Acids, Gynecological Antiinfectives and Antiseptics, Genito Urinary System and Sex Hormones, Organic Acids, Miscellaneous Local Anti-infectives	approved, vet_approved	2
DB15040	TP-271	Drug	Naphthacenes	investigational	0
DB15041	Florilglutamic acid F-18	Drug	0	investigational	0
DB15044	Tafasitamab	Drug	Proteins, Serum Globulins, Immunoglobulins, Globulins, Blood Proteins, Antibodies, Amino Acids, Peptides, and Proteins, Antibodies, Monoclonal, Immunoproteins	investigational	0
DB15045	Ipafricept	Drug	Immunoglobulins, Peptide Fragments, Peptides, Amino Acids, Peptides, and Proteins, Receptors, Cell Surface, Recombinant Proteins, Immunoglobulin Fragments, Immunoproteins, Membrane Proteins, Proteins, Serum Globulins, Globulins, Blood Proteins, Immunoglobulin Constant Regions	investigational	0
DB15042	Tavolixizumab	Drug	0	investigational	0
DB15043	Toripalimab	Drug	0	investigational	0
DB15059	Aprocitentan	Drug	Sulfur Compounds, Amides, Sulfones	investigational	0
DB15057	NUC-1031	Drug	Carbohydrates, Pyrimidines, Ribonucleotides, Nucleic Acids, Nucleotides, and Nucleosides, Cytosine Nucleotides, Antineoplastic Agents, Glycosides, Nucleotides, Pyrimidine Nucleotides	investigational	0
DB15058	Flutemetamol	Drug	Heterocyclic Compounds, Fused-Ring, Sulfur Compounds, Amines, Contrast Media, Diagnostic Uses of Chemicals, Laboratory Chemicals, Thiazoles, Indicators and Reagents, Radiopharmaceuticals, Compounds used in a research, industrial, or household setting	investigational	0
DB03073	3-Methoxybenzamide	Drug	Enzyme Inhibitors, Benzoates, Acids, Carbocyclic, Amides, Poly(ADP-ribose) Polymerase Inhibitors, Benzene Derivatives	experimental	1
DB03072	2-{3-[4-(4-Fluorophenyl)-3,6-Dihydro-1(2h)-Pyridinyl]Propyl}-8-Methyl-4(3h)-Quinazolinone	Drug	0	experimental	1
DB03071	4-Methylidene-5-One	Drug	0	experimental	0
DB03070	Selenazole-4-carboxyamide-adenine dinucleotide	Drug	Selenium Compounds	experimental	1
DB03077	3-Amino-4-{3-[2-(2-Propoxy-Ethoxy)-Ethoxy]-Propylamino}-Cyclobut-3-Ene-1,2-Dione	Drug	0	experimental	2
DB03076	3-[[(3R,4S,5S,6R)-7-Benzyl-4,5-dihydroxy-1,1-dioxo-3,6-bis(phenoxymethyl)-1,2,7-thiadiazepan-2-yl]methyl]-N-methylbenzamide	Drug	0	experimental	1
DB03075	(Diphosphono)Aminophosphonic Acid	Drug	0	experimental	1
DB03074	7-cyano-7-deazaguanine	Drug	Heterocyclic Compounds, Fused-Ring, Purines, Xanthine derivatives, Purinones	experimental	1
DB03079	Alpha-Ribazole-5'-Phosphate Derivative	Drug	0	experimental	1
DB03078	PASBN	Drug	0	experimental	1
DB15051	Ethaselen	Drug	Selenium Compounds	investigational	0
DB15052	Ansofaxine	Drug	0	investigational	0
DB15050	Neopterin	Drug	Biological Factors, Heterocyclic Compounds, Fused-Ring, Coenzymes, Pterins, Enzymes and Coenzymes, Pteridines, Pigments, Biological	investigational	0
DB15055	ABT-639	Drug	Heterocyclic Compounds, Fused-Ring, Sulfur Compounds, Amides, Sulfones	investigational	0
DB15056	Bifenthrin	Drug	Sarcoma, Experimental, chemically induced, Tremor, chemically induced, Monoterpenes, Terpenes	investigational	0
DB15053	Lintuzumab satetraxetan AC-225	Drug	0	investigational	0
DB15054	TAS-117	Drug	Heterocyclic Compounds, Fused-Ring	investigational	0
DB05708	GTS-21	Drug	Neurotransmitter Agents, Cytochrome P-450 CYP2E1 Substrates, Cholinergic Agents, Cytochrome P-450 Substrates, Cholinergic Agonists, Nicotinic Agonists, Cytochrome P-450 CYP1A2 Substrates, Benzene Derivatives	investigational	1
DB05705	ALS-08	Drug	0	investigational	0
